facility_id,facility_name,orgunitid,lga_id,lga_name,cluster_id,cluster_name,product_id,product_name,date,total_used,HTS3e,HTS3e(Pos),VT1,VT1(Pos),YP2,YP2(Pos),KP_CTRR,KP_CTRR(Pos),total_dhis2,tested_comparison
346.0,An His Glory Maternity Umunze,NM4YEYMHEqN,21.0,Orumba South,1.0,Aguata,,,2025-10-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
149.0,An Ozzuh Primary Health Centre,NeOAkzqDQr1,9.0,Dunukofia,4.0,Awka,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
224.0,An Beke Memorial Hospital Nimo,NyZ328hbUiP,14.0,Njikoka,4.0,Awka,,,2025-10-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
352.0,"An Trinitas International Hosp, Umuchukwu",NzwdCUPjLKM,21.0,Orumba South,1.0,Aguata,,,2025-10-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-01,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,-12.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-02,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,21.0,-21.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-03,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-06,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,-18.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-07,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,-12.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-08,0.0,26.0,1.0,3.0,0.0,21.0,0.0,0.0,0.0,51.0,-51.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-09,0.0,22.0,0.0,8.0,0.0,34.0,0.0,0.0,0.0,64.0,-64.0
180.0,An Immaculate Heart Hospital (Nkpor),OKPZ7SmaYwP,11.0,Idemili North,6.0,Onitsha,,,2025-10-10,0.0,28.0,1.0,2.0,0.0,43.0,0.0,0.0,0.0,74.0,-74.0
94.0,An Urum Primary Health Centre,OMnxQFcPQue,6.0,Awka North,4.0,Awka,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-02,0.0,36.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,50.0,-50.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-03,0.0,96.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-07,0.0,95.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-08,0.0,15.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,-23.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-09,0.0,17.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,-26.0
246.0,An Nnamdi Azikiwe University Teaching Hospital,OoBxXYn1eoy,15.0,Nnewi North,5.0,Nnewi,,,2025-10-10,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,-20.0
214.0,An Okija Central Primary Health Centre,Oua590tZ4Vd,13.0,Ihiala,5.0,Nnewi,,,2025-10-03,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0
214.0,An Okija Central Primary Health Centre,Oua590tZ4Vd,13.0,Ihiala,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
5.0,An Ekwulobia General Hospital,OxGTCa7PYrK,1.0,Aguata,1.0,Aguata,,,2025-10-06,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,-17.0
5.0,An Ekwulobia General Hospital,OxGTCa7PYrK,1.0,Aguata,1.0,Aguata,,,2025-10-08,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
5.0,An Ekwulobia General Hospital,OxGTCa7PYrK,1.0,Aguata,1.0,Aguata,,,2025-10-09,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0
5.0,An Ekwulobia General Hospital,OxGTCa7PYrK,1.0,Aguata,1.0,Aguata,,,2025-10-11,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,-56.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-01,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-9.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-01,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-9.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-02,0.0,18.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,-27.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-02,0.0,18.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,-27.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-03,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-15.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-03,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-15.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-06,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-06,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-07,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,-13.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-07,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,-13.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-08,0.0,11.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,46.0,-46.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-08,0.0,11.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,46.0,-46.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-09,0.0,22.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,35.0,-35.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-09,0.0,22.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,35.0,-35.0
293.0,"An Holy Rosary Specialist Hospital, Onitsha",P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-10,0.0,11.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,55.0,-55.0
305.0,An Holy Rosary Hospital,P9qUQA6KmAs,18.0,Onitsha North,6.0,Onitsha,,,2025-10-10,0.0,11.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,55.0,-55.0
252.0,An Otolo Umuenem Primary Health Centre,PBEQJpsapZw,15.0,Nnewi North,5.0,Nnewi,,,2025-10-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
136.0,An Ukpambaka Primary Health Centre,PCPwwTlDOet,8.0,Ayamelum,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
354.0,An Umunze General Hospital,PeMBbhCoe0d,21.0,Orumba South,1.0,Aguata,,,2025-10-10,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-26.0
49.0,An Igbedor Primary Health Centre,PvDpVr5oSIP,4.0,Anambra West,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
49.0,An Igbedor Primary Health Centre,PvDpVr5oSIP,4.0,Anambra West,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
262.0,An Ezinifite Primary Health Centre,Q1KhLwiGA2M,16.0,Nnewi South,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
359.0,An His Grace Maternity,QS61X8Xc1Tg,22.0,Oyi,2.0,Omambala,,,2025-10-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
359.0,An His Grace Maternity,QS61X8Xc1Tg,22.0,Oyi,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
141.0,An Akwa Primary Health Centre,Qj5adNgRgcZ,9.0,Dunukofia,4.0,Awka,,,2025-10-03,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
141.0,An Akwa Primary Health Centre,Qj5adNgRgcZ,9.0,Dunukofia,4.0,Awka,,,2025-10-10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
50.0,An Iyiora Primary Health Centre,QpDemAvM3Tf,4.0,Anambra West,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0
11.0,An Ozala Isuofia Primary Health Centre,QppIbUI9E92,1.0,Aguata,1.0,Aguata,,,2025-10-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
11.0,An Ozala Isuofia Primary Health Centre,QppIbUI9E92,1.0,Aguata,1.0,Aguata,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
360.0,An Ifite Awkuzu Primary Health Centre,QqXS3kwHLkP,22.0,Oyi,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
360.0,An Ifite Awkuzu Primary Health Centre,QqXS3kwHLkP,22.0,Oyi,2.0,Omambala,,,2025-10-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
360.0,An Ifite Awkuzu Primary Health Centre,QqXS3kwHLkP,22.0,Oyi,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
67.0,An Amatutu Model Primary Health Centre,RIYmPUENtbn,5.0,Anaocha,1.0,Aguata,,,2025-10-11,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,-12.0
172.0,An Ozubulu Referral Health Centre,RYgaEEnYq9o,10.0,Ekwusigo,5.0,Nnewi,,,2025-10-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
172.0,An Ozubulu Referral Health Centre,RYgaEEnYq9o,10.0,Ekwusigo,5.0,Nnewi,,,2025-10-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
353.0,An Umunlebo Health Post,RkE3gsnXYGa,21.0,Orumba South,1.0,Aguata,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
210.0,An Eziama Primary Health Centre,S3gtlMZ4sYV,13.0,Ihiala,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
261.0,An Eziama Primary Health Centre,S3gtlMZ4sYV,16.0,Nnewi South,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
132.0,An Ogechukwu Maternity,S3jUrQJhdKZ,8.0,Ayamelum,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
132.0,An Ogechukwu Maternity,S3jUrQJhdKZ,8.0,Ayamelum,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
169.0,An Okika Maternity,SaEp4uCoKLh,10.0,Ekwusigo,5.0,Nnewi,,,2025-10-03,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
169.0,An Okika Maternity,SaEp4uCoKLh,10.0,Ekwusigo,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-01,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-10.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-02,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,-8.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-03,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,18.0,-18.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-08,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,-25.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-09,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,-50.0
215.0,An Our Lady Of Lourdes Hospital,Sya1xqHhCCO,13.0,Ihiala,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,-55.0
176.0,An Bethel Hospital Awada,TGJMCAUNXD5,11.0,Idemili North,6.0,Onitsha,,,2025-10-07,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
55.0,An Umudeze Primary Health Centre,TNwOSX6UfCW,4.0,Anambra West,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
55.0,An Umudeze Primary Health Centre,TNwOSX6UfCW,4.0,Anambra West,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
196.0,An Akwu-Ukwu Primary Health Centre,TUeKUGwfIua,12.0,Idemili South,6.0,Onitsha,,,2025-10-11,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
199.0,An Awka-Etiti Ii Primary Health Centre,TaFHmyxBqR7,12.0,Idemili South,6.0,Onitsha,,,2025-10-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
199.0,An Awka-Etiti Ii Primary Health Centre,TaFHmyxBqR7,12.0,Idemili South,6.0,Onitsha,,,2025-10-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
52.0,An Oroma Etiti Primary Health Center,V0K20ejw5vr,4.0,Anambra West,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
345.0,An Ezira Primary Health Centre,V3MCCguBan8,21.0,Orumba South,1.0,Aguata,,,2025-10-03,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
345.0,An Ezira Primary Health Centre,V3MCCguBan8,21.0,Orumba South,1.0,Aguata,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-01,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,-12.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-02,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,-29.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-03,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-06,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-9.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-07,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,-28.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-08,0.0,27.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,74.0,-74.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-09,0.0,10.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,79.0,-79.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-10,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,71.0,-71.0
89.0,An Lancet Hospital Ltd,VW6oZN1jKMg,6.0,Awka North,4.0,Awka,,,2025-10-11,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,-20.0
76.0,"An Umubani, Neni Primary Health Center",VbYKP326qwm,5.0,Anaocha,1.0,Aguata,,,2025-10-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
76.0,"An Umubani, Neni Primary Health Center",VbYKP326qwm,5.0,Anaocha,1.0,Aguata,,,2025-10-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
76.0,"An Umubani, Neni Primary Health Center",VbYKP326qwm,5.0,Anaocha,1.0,Aguata,,,2025-10-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
134.0,An Omor Primaryhealth Centre,Vli5C2SFWrh,8.0,Ayamelum,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
134.0,An Omor Primaryhealth Centre,Vli5C2SFWrh,8.0,Ayamelum,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
103.0,An Eldorado Multispecialist Hospital,XG0hzB6FVrw,7.0,Awka South,4.0,Awka,,,2025-10-07,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
259.0,An Azigbo Primary Health Centre,XVGyolmAns4,16.0,Nnewi South,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
179.0,An Ideani Primary Health Center,XsnL6NMMrlI,11.0,Idemili North,6.0,Onitsha,,,2025-10-02,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
179.0,An Ideani Primary Health Center,XsnL6NMMrlI,11.0,Idemili North,6.0,Onitsha,,,2025-10-07,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0
118.0,An Pater Noster Hospital,YDYCfFc8ndK,7.0,Awka South,4.0,Awka,,,2025-10-09,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
91.0,An Obuno Ebenebe Health Post,YzuXkd7MRFN,6.0,Awka North,4.0,Awka,,,2025-10-01,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
91.0,An Obuno Ebenebe Health Post,YzuXkd7MRFN,6.0,Awka North,4.0,Awka,,,2025-10-02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
91.0,An Obuno Ebenebe Health Post,YzuXkd7MRFN,6.0,Awka North,4.0,Awka,,,2025-10-03,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0
91.0,An Obuno Ebenebe Health Post,YzuXkd7MRFN,6.0,Awka North,4.0,Awka,,,2025-10-06,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
202.0,An Nnobi General Hospital,Z58LnooMrl1,12.0,Idemili South,6.0,Onitsha,,,2025-10-01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
202.0,An Nnobi General Hospital,Z58LnooMrl1,12.0,Idemili South,6.0,Onitsha,,,2025-10-09,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-02,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,-15.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-03,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-06,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-07,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,-14.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-08,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-09,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,-20.0
302.0,An St. Patricks Hospital And Maternity,ZSSbDRTZ6CX,18.0,Onitsha North,6.0,Onitsha,,,2025-10-10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
78.0,An Achalla Health Post,afVyYoFxrMX,6.0,Awka North,4.0,Awka,,,2025-10-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
251.0,An Okpuno Primary Health Centre,akw2O5cpDNP,15.0,Nnewi North,5.0,Nnewi,,,2025-10-03,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
251.0,An Okpuno Primary Health Centre,akw2O5cpDNP,15.0,Nnewi North,5.0,Nnewi,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-01,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-02,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-06,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-07,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-08,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
284.0,An Patricia Memorial Hospital And Maternity Aka Baby,bVDmQU3reY0,17.0,Ogbaru,6.0,Onitsha,,,2025-10-10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
128.0,An Chidiebere Maternity,beBpDqUQJMn,8.0,Ayamelum,2.0,Omambala,,,2025-10-03,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
128.0,An Chidiebere Maternity,beBpDqUQJMn,8.0,Ayamelum,2.0,Omambala,,,2025-10-10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
264.0,An Osumenyi Visitation Hospital,cCOaMR3DYko,16.0,Nnewi South,5.0,Nnewi,,,2025-10-01,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0
19.0,An Enugwu Aguleri Primary Health Center,cHTHLQECBHb,2.0,Anambra East,2.0,Omambala,,,2025-10-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
