pe_name,ou,ou_name,HTS3e,HTS3e(Pos),VT1,VT1(Pos),YP2,YP2(Pos),KP_CTRR,KP_CTRR(Pos)
2025-10-08,glt0a9JC4VC,an Achalla Maternal and Child Health Care Centre,7,0,0,0,0,0,0,0
2025-10-08,jEvQxNUAX4X,"an Rise Clinic, Adazi Ani",14,0,0,0,0,0,0,0
2025-10-08,k4Nw4uCT97V,an Umunya Comprehensive Health Centre,15,0,0,0,20,0,0,0
2025-10-08,lOzN4yw4pSh,an Madueke Memorial Hospital and Maternity,6,0,0,0,0,0,0,0
2025-10-08,mKYIhwM6HUb,an Ichida II Primary Health Centre,1,0,0,0,0,0,0,0
2025-10-08,miQ5RVnWC0K,an Eziowelle Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-08,msr1TOXqZKf,an St Charles Borromeo Hospital,6,0,8,0,0,0,0,0
2025-10-08,p7CKerD8kRp,an Oba Comprehensive Health Centre (Trauma Centre),20,10,1,1,25,0,0,0
2025-10-08,pxYOOPUXmtt,an Obosi St Martin's Hospital,9,0,0,0,0,0,0,0
2025-10-08,q9iZUe3cVCu,an Orafite General Hospital,2,1,3,0,20,0,0,0
2025-10-08,qtDvX43LURH,an Akwaeze Community Reproductive Referral Health Centre,2,0,0,0,0,0,0,0
2025-10-08,sjeTS3oSial,an Eziani Ihiala Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-08,uYnfVI0bkyf,an Nkpor Crown Hospital and Maternity,8,0,0,0,0,0,0,0
2025-10-08,ulyCfZ5PUNZ,an Achalla Primary Health Centre,7,0,0,0,0,0,0,0
2025-10-08,wM3b4l8Oesq,an Onitsha General Hospital,2,0,4,0,0,0,0,0
2025-10-08,we90AXVrhUv,an Umueri General Hospital,0,1,0,0,36,0,0,0
2025-10-08,wftHmLIxJmY,an Amichi Diocesan Hospital,2,0,0,0,0,0,0,0
2025-10-08,x8kegIarjSt,an Amansea Health Post,3,0,0,0,0,0,0,0
2025-10-08,xallQX8HUeS,an Maranatha Caring Mission Hospital,0,0,4,0,0,0,0,0
2025-10-08,xknfQ0UuSCR,an Umuchu Visitation Hospital,9,1,0,0,0,0,0,0
2025-10-08,yjxtvOYtp5A,an Ukpor General Hospital,20,0,0,0,28,0,0,0
2025-10-08,yox6XBHvvUs,an Kanayo Specialist Hospital and Maternity,0,0,2,0,0,0,0,0
2025-10-08,zzy6njfXNHS,"an Nationale Hospital & Maternity, Awada Obosi",1,0,0,0,0,0,0,0
2025-10-09,BkHB5iIj0jE,an Eziaguluotu Primary Health Centre,80,1,0,0,0,0,0,0
2025-10-09,Cj3rwgMDm7q,an Umuawah Health Post,100,1,0,0,50,0,0,0
2025-10-09,FfgZ5ufqf7n,an Ebenesi Nnobi Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-09,Ha1Uxfwnmwq,an Rock Foundation Hospital,0,0,1,0,0,0,0,0
2025-10-09,HgxxN5GZv8Y,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)",0,0,0,0,37,0,0,0
2025-10-09,IA64rosyhK1,an Enugu Ukwu General Hospital,2,0,0,0,0,0,0,0
2025-10-09,IEKVnEePZLN,an Iyi-Enu Hospital,0,0,8,0,0,0,0,0
2025-10-09,IX2qlVptNql,an Onitsha Pieta Hospital,0,0,2,0,0,0,0,0
2025-10-09,JnK78IWxALr,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia",0,0,6,0,0,0,0,0
2025-10-09,Jzpyxz1Cydy,an Obinwane Hospital and Maternity,0,0,5,0,0,0,0,0
2025-10-09,Lc0UxCUN8HR,an Neni Comprehensive Health Centre NAUTH,0,0,0,0,15,0,0,0
2025-10-09,MUq9oPoC0hr,an Ukpo Comprehensive Health Centre,33,21,2,2,0,0,0,0
2025-10-09,MUumX5cjk9g,an Umunze Immaculate Heart Hospital,0,0,0,0,44,0,0,0
2025-10-09,MsWUEiTxyht,an Ogbunike Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-09,NyZ328hbUiP,an Beke Memorial Hospital Nimo,0,0,1,0,0,0,0,0
2025-10-09,OKPZ7SmaYwP,an Immaculate Heart Hospital (Nkpor),22,0,8,0,34,0,0,0
2025-10-09,OoBxXYn1eoy,an Nnamdi Azikiwe University Teaching Hospital,17,1,8,0,0,0,0,0
2025-10-09,OxGTCa7PYrK,an Ekwulobia General Hospital,7,0,0,0,0,0,0,0
2025-10-09,P9qUQA6KmAs,an Holy Rosary Hospital,22,0,13,0,0,0,0,0
2025-10-09,Sya1xqHhCCO,an Our Lady of Lourdes Hospital,0,0,0,0,50,0,0,0
2025-10-09,VW6oZN1jKMg,an Lancet Hospital LTD,10,0,0,0,69,0,0,0
2025-10-09,YDYCfFc8ndK,an Pater Noster Hospital Awka,0,0,2,0,0,0,0,0
2025-10-09,Z58LnooMrl1,an Nnobi General Hospital,0,0,4,0,0,0,0,0
2025-10-09,ZSSbDRTZ6CX,an St. Patricks Hospital and Maternity,0,0,20,0,0,0,0,0
2025-10-09,bVDmQU3reY0,an Patricia Memorial Hospital and Maternity Aka baby,0,0,1,0,0,0,0,0
2025-10-09,d6ugp5puEZ2,an Nteje Primary Health Centre,0,0,2,1,0,0,0,0
2025-10-09,dBES5aQviuh,"an Anambra State One Stop Shop (OSS) Site, Awka",0,0,0,0,0,0,116,2
2025-10-09,dIgVADaXOoP,an Nnewi Diocesan Hospital,2,0,0,0,100,1,0,0
2025-10-09,e2t30fu3vAw,an All Hallows Hospital and Maternity,0,0,4,0,0,0,0,0
2025-10-09,glt0a9JC4VC,an Achalla Maternal and Child Health Care Centre,7,0,0,0,0,0,0,0
2025-10-09,hkgcJhWm5cK,an Accucare Foundation Hospital,0,1,0,0,0,0,0,0
2025-10-09,jEvQxNUAX4X,"an Rise Clinic, Adazi Ani",2,0,0,0,0,0,0,0
2025-10-09,k4Nw4uCT97V,an Umunya Comprehensive Health Centre,3,0,0,0,50,0,0,0
2025-10-09,lOzN4yw4pSh,an Madueke Memorial Hospital and Maternity,6,0,0,0,0,0,0,0
2025-10-09,msr1TOXqZKf,an St Charles Borromeo Hospital,3,0,1,0,0,0,0,0
2025-10-09,p7CKerD8kRp,an Oba Comprehensive Health Centre (Trauma Centre),18,0,0,0,52,0,0,0
2025-10-09,pxYOOPUXmtt,an Obosi St Martin's Hospital,7,0,0,0,0,0,0,0
2025-10-09,q9iZUe3cVCu,an Orafite General Hospital,0,0,2,0,20,0,0,0
2025-10-09,sjeTS3oSial,an Eziani Ihiala Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-09,uYnfVI0bkyf,an Nkpor Crown Hospital and Maternity,7,0,0,0,0,0,0,0
2025-10-09,wM3b4l8Oesq,an Onitsha General Hospital,9,0,4,0,0,0,0,0
2025-10-09,we90AXVrhUv,an Umueri General Hospital,0,0,0,0,60,0,0,0
2025-10-09,wftHmLIxJmY,an Amichi Diocesan Hospital,3,0,0,0,0,0,0,0
2025-10-09,xallQX8HUeS,an Maranatha Caring Mission Hospital,0,0,4,0,0,0,0,0
2025-10-09,xdRG6eDxhaR,an Chidubem Hospital and Maternity Okpuno Awka,0,1,4,0,0,0,0,0
2025-10-09,ySBhaLN97hO,an St. Raphael Hospital Nkwelle Ezunaka,0,0,2,0,0,0,0,0
2025-10-09,yjxtvOYtp5A,an Ukpor General Hospital,37,0,0,0,25,0,0,0
2025-10-09,yox6XBHvvUs,an Kanayo Specialist Hospital and Maternity,0,0,2,0,0,0,0,0
2025-10-10,A1hzBiUAojv,an Omasiagu Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,AWDjfiWSCBU,an Orifite Referral Health Centre,0,0,2,0,0,0,0,0
2025-10-10,B5PbcJXLP9z,an Lilu Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,BkHB5iIj0jE,an Eziaguluotu Primary Health Centre,80,2,0,0,0,0,0,0
2025-10-10,C6f0etXoDZ2,an Owerre Ezukala I Primary Health Centre,0,0,8,0,0,0,0,0
2025-10-10,Cj3rwgMDm7q,an Umuawah Health Post,0,100,0,0,40,0,0,0
2025-10-10,Csj8K86dI08,an Umuogbuefi  PrimaryHealth Center,0,0,1,0,0,0,0,0
2025-10-10,DasDyIPK8jQ,an Umuezeanam 2 Primary Health Centre,0,0,2,0,100,0,0,0
2025-10-10,Df8G53YKehw,an Akili Ozizor Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,ENi2yTYsiwn,an Holy Spirit Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,EoeDzJ1FUKN,an Obodootu Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,GupwPZYcMw1,an AKABOEZEM PHC,0,0,1,0,0,0,0,0
2025-10-10,H2vA8qHohf5,an Ogbunka Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,HgxxN5GZv8Y,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)",118,1,0,0,50,0,0,0
2025-10-10,HqwDi1gXzB7,an Awba Offemmili Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,I6Xcx9875kJ,an Ifite Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,IX2qlVptNql,an Onitsha Pieta Hospital,0,0,4,0,0,0,0,0
2025-10-10,IwQUgEBiiYB,an Ogboji Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,J1dgQz1R68m,an Edoji Primary Health Centre,0,0,5,0,0,0,0,0
2025-10-10,JNAiwnKB4ks,an Mgbakwu Health Post,0,0,1,0,0,0,0,0
2025-10-10,JRKjN1krw1v,an Okpoko Primary Health Centre iii,0,0,2,0,0,0,0,0
2025-10-10,JnK78IWxALr,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia",0,0,2,0,0,0,0,0
2025-10-10,JnbNLi29aZL,an Umudora Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,Kzd0JboiGEE,an Okpoko 5 Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,LJvUBIpAfxA,an GRA PHC,0,0,1,0,0,0,0,0
2025-10-10,MUq9oPoC0hr,an Ukpo Comprehensive Health Centre,61,0,0,0,0,0,0,0
2025-10-10,MUumX5cjk9g,an Umunze Immaculate Heart Hospital,0,0,1,0,60,0,0,0
2025-10-10,NeOAkzqDQr1,an Ozzuh Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,OKPZ7SmaYwP,an Immaculate Heart Hospital (Nkpor),28,1,2,0,43,0,0,0
2025-10-10,OMnxQFcPQue,an Urum Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,OoBxXYn1eoy,an Nnamdi Azikiwe University Teaching Hospital,16,0,4,0,0,0,0,0
2025-10-10,Oua590tZ4Vd,an Okija Central Primary Health Centre,0,0,4,0,0,0,0,0
2025-10-10,P9qUQA6KmAs,an Holy Rosary Hospital,11,0,2,0,42,0,0,0
2025-10-10,PBEQJpsapZw,an Otolo Umuenem Primary Health Centre,0,1,0,0,0,0,0,0
2025-10-10,PCPwwTlDOet,an Ukpambaka Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,PeMBbhCoe0d,an Umunze General Hospital,25,1,0,0,0,0,0,0
2025-10-10,PvDpVr5oSIP,an Igbedor Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,Q1KhLwiGA2M,an Ezinifite Primary Health Centre,0,0,0,1,0,0,0,0
2025-10-10,QS61X8Xc1Tg,an His Grace Maternity,0,0,1,0,0,0,0,0
2025-10-10,Qj5adNgRgcZ,an Akwa Primary Health Centre,0,0,4,0,0,0,0,0
2025-10-10,QppIbUI9E92,an Ozala Isuofia Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,QqXS3kwHLkP,an Ifite Awkuzu Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,RkE3gsnXYGa,an Umunlebo Health Post,0,0,3,0,0,0,0,0
2025-10-10,S3gtlMZ4sYV,an Eziama Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,S3jUrQJhdKZ,an Ogechukwu Maternity,0,0,3,0,0,0,0,0
2025-10-10,SaEp4uCoKLh,an Okika Maternity,0,0,5,0,0,0,0,0
2025-10-10,Sya1xqHhCCO,an Our Lady of Lourdes Hospital,0,0,0,0,55,0,0,0
2025-10-10,TNwOSX6UfCW,an Umudeze Primary Health Centre,0,0,4,0,0,0,0,0
2025-10-10,V3MCCguBan8,an Ezira Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-10,VW6oZN1jKMg,an Lancet Hospital LTD,1,0,0,0,70,0,0,0
2025-10-10,Vli5C2SFWrh,an Omor PrimaryHealth Centre,0,0,1,0,0,0,0,0
2025-10-10,XVGyolmAns4,an Azigbo Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-10,ZSSbDRTZ6CX,an St. Patricks Hospital and Maternity,0,0,4,0,0,0,0,0
2025-10-10,afVyYoFxrMX,an Achalla Health Post,0,0,1,0,0,0,0,0
2025-10-10,akw2O5cpDNP,an Okpuno Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-10,bVDmQU3reY0,an Patricia Memorial Hospital and Maternity Aka baby,0,0,2,0,0,0,0,0
2025-10-10,beBpDqUQJMn,an Chidiebere Maternity,0,0,3,0,0,0,0,0
2025-10-10,dBES5aQviuh,"an Anambra State One Stop Shop (OSS) Site, Awka",0,0,0,0,0,0,136,0
2025-10-10,dIgVADaXOoP,an Nnewi Diocesan Hospital,0,0,0,0,120,0,0,0
2025-10-10,dkIkLMCU3KL,an Gozie Specialist Hospital,0,0,5,0,0,0,0,0
2025-10-10,dtfYfdMxpyO,an Umerum Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,fWFqufPpvlx,an Abubo Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-10,fiItxaKbEDp,an Umunankwo Primary Health Centre Ogbaru,0,0,2,0,0,0,0,0
2025-10-10,fzYRxCwtQf2,an Akamili Primary Health Clinic,0,0,1,0,0,0,0,0
2025-10-10,gjvb2mcuOZZ,an Umueze-Anam Health Centre1,0,0,1,0,0,0,0,0
2025-10-10,glt0a9JC4VC,an Achalla Maternal and Child Health Care Centre,0,0,2,0,0,0,0,0
2025-10-10,k4Nw4uCT97V,an Umunya Comprehensive Health Centre,1,0,0,0,50,0,0,0
2025-10-10,kDbYzGivY5E,an St Barnabas Health Post,0,0,2,0,0,0,0,0
2025-10-10,kIt9h1ZjQfF,an Amansea Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,lJi4pRQnIsT,an St Anthony Maternity Hospital,0,0,4,1,0,0,0,0
2025-10-10,lo2x8EF5rhM,an Umuonuora Primary Health Centre,0,0,2,0,0,0,0,0
2025-10-10,loRPUW3Lkbh,an Comprehensive Health Centre Lomu,0,0,7,0,0,0,0,0
2025-10-10,mQpnj5bT6HS,an Christ Church Primary Health Center,0,0,2,0,0,0,0,0
2025-10-10,msr1TOXqZKf,an St Charles Borromeo Hospital,9,1,1,0,0,0,0,0
2025-10-10,oZWwkGsF8WV,an Ifitedunu General Hospital,0,0,1,0,0,0,0,0
2025-10-10,p7CKerD8kRp,an Oba Comprehensive Health Centre (Trauma Centre),14,0,0,0,50,0,0,0
2025-10-10,pxYOOPUXmtt,an Obosi St Martin's Hospital,11,0,5,0,0,0,0,0
2025-10-10,q9iZUe3cVCu,an Orafite General Hospital,0,0,0,0,25,0,0,0
2025-10-10,qs0jtVhDtUn,an Our Lady's of Fatima Woliwo Health Post,0,0,2,0,0,0,0,0
2025-10-10,rXXrT05BUkb,an Igbuala H/Post Ifitedunu 2,0,0,1,0,0,0,0,0
2025-10-10,sjeTS3oSial,an Eziani Ihiala Primary Health Centre,34,0,1,0,0,0,0,0
2025-10-10,tkCscwbaxNn,an St Mary's Hospital,0,0,10,0,0,0,0,0
2025-10-10,uYnfVI0bkyf,an Nkpor Crown Hospital and Maternity,8,0,0,0,0,0,0,0
2025-10-10,ulyCfZ5PUNZ,an Achalla Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,vCsPrXuITbJ,an Osamala Primary Health Center,0,0,1,0,0,0,0,0
2025-10-10,wM3b4l8Oesq,an Onitsha General Hospital,6,0,2,0,0,0,0,0
2025-10-10,we90AXVrhUv,an Umueri General Hospital,0,0,0,0,70,0,0,0
2025-10-10,x6pnr8aUczc,an Akpo Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,x8kegIarjSt,an Amansea Health Post,0,0,1,0,0,0,0,0
2025-10-10,xallQX8HUeS,an Maranatha Caring Mission Hospital,0,0,2,0,0,0,0,0
2025-10-10,y4dTAIa0QOQ,an Umudara Primary Health Centre,0,0,3,0,0,0,0,0
2025-10-10,yjxtvOYtp5A,an Ukpor General Hospital,18,0,0,0,48,0,0,0
2025-10-10,yox6XBHvvUs,an Kanayo Specialist Hospital and Maternity,0,0,4,0,0,0,0,0
2025-10-10,zGZjhpdrOde,an Emmanuel Church Primary Health Centre,0,0,1,0,0,0,0,0
2025-10-10,zhMuFPbxUZS,an Dike Medical Centre,0,0,1,0,0,0,0,0
2025-10-10,zzy6njfXNHS,"an Nationale Hospital & Maternity, Awada Obosi",2,0,0,0,0,0,0,0
